q_idx,seed,correct_answer,in_beam_top100,beam_rank,detected_rel,n_filtered,correct_in_filtered,final_rank
1799,Man of Steel,Christopher Reeve,True,36,written_by,17,True,5
1800,City Hall,Danish,True,13,in_language,3,True,1
1801,The Shadow,Elia Kazan,False,0,directed_by,20,False,0
1802,Shotgun Stories,2011,False,0,release_year,5,False,0
1803,The Fallen Sparrow,Irish,False,0,in_language,0,False,0
1804,Once Upon a Time in the Midlands,Horror,True,1,has_genre,9,True,1
1805,Odd Obsession,Teinosuke Kinugasa,True,5,written_by,5,True,1
1806,Another Country,Biography,True,43,has_genre,13,True,10
1807,Enduring Love,Sally Hawkins,False,0,starred_actors,42,False,0
1808,The Heavy,Lithuanian,True,15,in_language,1,True,1
1809,Riding Giants,Drama,True,3,has_genre,5,True,1
1810,A Guy and a Gal,Tomas von Brömssen,True,46,written_by,21,False,0
1811,Cockfighter,Italian,True,24,in_language,1,True,1
1812,These Three,1977,True,41,release_year,6,True,4
1813,Thin Ice,Josh Boone,True,4,starred_actors,56,False,0
1814,Our Blushing Brides,Dorothy B. Hughes,True,10,written_by,45,True,1
1815,Bangkok Dangerous,Mystery,True,1,has_genre,9,True,1
1816,Sex Tape,1995,True,6,release_year,14,True,1
1817,Mona Lisa Smile,Lindsay Crouse,False,0,starred_actors,46,False,0
1818,Blood on the Moon,James Agee,False,0,written_by,3,False,0
1819,Every Girl Should Be Married,1942,False,0,release_year,4,False,0
1820,Appointment with Danger,Dashiell Hammett,True,26,written_by,15,True,10
1821,The Jolson Story,Victor Fleming,True,7,directed_by,33,True,2
1822,Big City Blues,1977,True,7,release_year,5,True,1
1823,The Prize,Mystery,True,1,has_genre,10,True,1
1824,A Time for Drunken Horses,Drama,True,1,has_genre,7,True,1
1825,Taxi!,Mystery,True,1,has_genre,6,True,1
1826,Alvin and the Chipmunks,James Greer,False,0,written_by,3,False,0
1827,The Normal Heart,E. Max Frye,False,0,written_by,6,False,0
1828,The Vow,German,True,15,in_language,1,True,1
1829,True Crime,Hmong,True,26,in_language,1,True,1
1830,Agnes Browne,Noah Baumbach,False,0,written_by,1,False,0
1831,Dolemite,1976,False,0,release_year,2,False,0
1832,Adventureland,Philip Baker Hall,False,0,starred_actors,26,False,0
1833,The Ghost and the Darkness,John Wainwright,True,26,written_by,23,True,3
1834,I Am Bruce Lee,2009,False,0,release_year,2,False,0
1835,Suspicious River,Peter Outerbridge,True,5,starred_actors,4,True,1
1836,Spartacus,Stephen King,True,16,written_by,38,True,4
1837,I'm Still Here,1992,True,65,release_year,5,True,3
1838,"The One and Only, Genuine, Original Family Band",Lillian Hellman,False,0,written_by,1,False,0
1839,5 Card Stud,Romance,True,6,has_genre,5,True,1
1840,The Shootist,Daniel Mainwaring,False,0,written_by,8,False,0
1841,Harry and Walter Go to New York,1984,True,78,release_year,9,True,9
1842,Carmen Jones,Ranald MacDougall,True,17,starred_actors,60,True,5
1843,The Kidnapping of the President,Miklós László,True,8,written_by,5,True,3
1844,Made in Dagenham,2003,False,0,release_year,3,False,0
1845,Shiner,German,False,0,in_language,0,False,0
1846,Silent Running,Drama,True,2,has_genre,8,True,1
1847,The Vault of Horror,Michael Carreras,False,0,written_by,2,False,0
1848,Rhinestone,1997,True,3,release_year,24,True,1
1849,Ned Kelly,Valerie Perrine,True,4,starred_actors,29,True,3
1850,The Break-Up,English,True,22,in_language,4,True,1
1851,The Happiest Days of Your Life,Mystery,True,2,has_genre,6,True,2
1852,Hum Tum,Hrithik Roshan,True,1,written_by,2,False,0
1853,Faster,1997,True,4,release_year,2,True,1
1854,As It Is in Heaven,1980,False,0,release_year,5,False,0
1855,The Prowler,German,True,22,in_language,4,True,1
1856,The International,Drama,True,1,has_genre,8,True,1
1857,All I Want for Christmas,English,True,5,in_language,5,True,1
1858,The Bank Dick,Mae West,True,14,written_by,21,True,2
1859,Center Stage,Wendy Wasserstein,False,0,written_by,42,False,0
1860,The Atomic Submarine,Drama,True,8,has_genre,1,True,1
1861,Almost Famous,Romance,True,1,has_genre,8,True,1
1862,S. Darko,Eric Red,True,34,starred_actors,18,False,0
1863,Cactus Flower,1986,False,0,release_year,6,False,0
1864,The Last Frontier,James Agee,True,24,written_by,26,True,3
1865,Jean de Florette,Anna Gavalda,True,7,written_by,14,True,2
1866,Just Around the Corner,Drama,True,2,has_genre,12,True,2
1867,Righteous Kill,1991,True,6,release_year,17,True,2
1868,Thick as Thieves,1988,True,4,release_year,16,True,1
1869,Amreeka,Brian Hecker,True,15,starred_actors,6,False,0
1870,Purple Violets,William H. Macy,True,19,written_by,43,True,1
1871,Daisy Miller,Ivan Passer,True,5,directed_by,10,True,1
1872,The Drowning Pool,Richard Martin Stern,True,2,written_by,2,True,1
1873,Cat Chaser,Edward Neumeier,False,0,written_by,10,False,0
1874,"Take Care of Your Scarf, Tatiana",Mika Kaurismäki,True,11,directed_by,7,True,1
1875,Seeking Justice,1986,True,4,release_year,20,True,1
1876,The Hunters,Thriller,True,3,has_genre,10,True,3
1877,Dave,1962,False,0,release_year,2,False,0
1878,The Babe,1986,False,0,release_year,1,False,0
1879,Love Don't Cost a Thing,Marcos Siega,True,13,starred_actors,6,False,0
1880,Showgirls,Action,True,3,has_genre,9,True,3
1881,This Land Is Mine,1967,True,5,release_year,2,True,1
1882,Tempest,Russian,True,15,in_language,5,True,1
1883,Very Happy Alexander,John Roberts,True,15,directed_by,22,True,1
1884,I Do,Drama,True,1,has_genre,11,True,1
1885,Toy Story 2,Romance,True,1,has_genre,12,True,1
1886,Black Nativity,Mark Rydell,True,2,starred_actors,34,True,1
1887,Blue Like Jazz,Drama,True,2,has_genre,9,True,2
1888,"Remember Me, My Love",Paul Haggis,True,2,written_by,6,True,1
1889,Grassroots,Mary McGarry Morris,True,3,directed_by,4,True,1
1890,The World Unseen,Dilip Mehta,True,6,directed_by,1,True,1
1891,Don,German,True,5,in_language,6,True,1
1892,Summer Rental,1990,False,0,release_year,2,False,0
1893,Reservation Road,Drama,True,1,has_genre,10,True,1
1894,Nacho Libre,French,False,0,in_language,0,False,0
1895,Take Me Out to the Ball Game,Lewis Meltzer,True,17,written_by,13,True,2
1896,Belle Starr,David Wayne,True,7,starred_actors,40,True,4
1897,Hell Is for Heroes,Richard Martin Stern,False,0,written_by,4,False,0
1898,Ondine,Polish,False,0,in_language,1,False,0
1899,The Fan,Mystery,True,1,has_genre,8,True,1
1900,The Comancheros,Mark Twain,True,28,written_by,48,True,7
1901,Stealing Beauty,Mark Peploe,True,5,written_by,21,True,2
1902,The Mambo Kings,Laurence Fishburne,False,0,starred_actors,42,False,0
1903,The Great Outdoors,1986,True,9,release_year,4,True,2
1904,The Sky's the Limit,Charles Walters,False,0,directed_by,2,False,0
1905,L'Avventura,Tonino Guerra,True,2,written_by,16,True,1
1906,Measuring the World,German,True,5,in_language,5,True,2
1907,Torn Curtain,Joe Ranft,False,0,written_by,38,False,0
1908,Joyful Noise,1992,False,0,release_year,1,False,0
1909,Eddie,Comedy,True,4,has_genre,5,True,2
1910,The Private Life of Sherlock Holmes,Drama,True,1,has_genre,9,True,1
1911,Ghost Town,1999,False,0,release_year,10,False,0
1912,The Main Event,Drama,True,1,has_genre,10,True,1
1913,Pete 'n' Tillie,William Faulkner,False,0,written_by,22,False,0
1914,Cadence,Carl Ellsworth,True,3,starred_actors,60,True,1
1915,Not Safe for Work,Jamie Linden,False,0,directed_by,9,False,0
1916,Hunting and Gathering,1998,False,0,release_year,2,False,0
1917,The Bellboy,1996,False,0,release_year,2,False,0
1918,Barfly,Elia Kazan,False,0,directed_by,9,False,0
1919,The Undercover Man,1940,False,0,release_year,5,False,0
1920,Waiting for Guffman,French,True,29,in_language,1,True,1
1921,Murder on the Orient Express,Mystery,True,1,has_genre,10,True,1
1922,Charlie Countryman,1997,True,38,release_year,3,True,2
1923,The Mystic Masseur,Madhur Jaffrey,False,0,starred_actors,4,False,0
1924,Remember the Night,Carole Lombard,True,5,starred_actors,44,True,1
1925,The Man in Grey,German,True,14,in_language,3,True,1
1926,Iron Man 3,2005,True,33,release_year,14,True,5
1927,Sunshine State,David Strathairn,False,0,starred_actors,6,False,0
1928,Songwriter,Lee Grant,True,7,written_by,50,True,1
1929,Ploy,Thai,True,9,in_language,6,True,2
1930,Evening,Imre Kertész,False,0,written_by,6,False,0
1931,Animal Farm,English,True,5,in_language,1,True,1
1932,Libertarias,Spanish,True,5,in_language,5,True,1
1933,Jude,Iain Softley,True,2,written_by,16,True,1
1934,Scream 4,Kevin Williamson,True,2,written_by,4,True,1
1935,The Horseman on the Roof,Drama,True,1,has_genre,7,True,1
1936,Air Doll,Ayu Kitaura,True,15,starred_actors,39,True,3
1937,Solitary Man,Brad Furman,True,20,directed_by,30,True,4
1938,Macabre,Drama,True,2,has_genre,8,True,1
1939,The Benny Goodman Story,1942,False,0,release_year,4,False,0
1940,The Bank Job,Lynne Frederick,True,35,written_by,23,True,0
1941,Flood,Greek,False,0,in_language,0,False,0
1942,The Formula,1974,True,3,release_year,7,True,1
1943,Anything Else,1994,False,0,release_year,2,False,0
1944,Love Me or Leave Me,Romance,True,1,has_genre,14,True,1
1945,Praise,Milla Jovovich,True,17,directed_by,3,True,2
1946,Antarctica,Japanese,True,4,in_language,2,True,1
1947,Crimes of the Future,1991,True,38,release_year,6,True,3
1948,Stalker,Russian,True,4,in_language,6,True,1
1949,Birdy,Horror,True,1,has_genre,10,True,1
1950,The Old Maid,Gregory Peck,True,9,starred_actors,10,True,1
1951,Caroline?,Rod Serling,True,23,directed_by,5,False,0
1952,No One Writes to the Colonel,Giovanna Mezzogiorno,True,8,starred_actors,46,True,2
1953,Someday This Pain Will Be Useful to You,James Ivory,True,6,directed_by,2,True,2
1954,The Day After Tomorrow,James Spader,False,0,starred_actors,42,False,0
1955,Wuthering Heights,Horror,True,1,has_genre,15,True,1
1956,The Nanny Diaries,Drama,True,1,has_genre,10,True,1
1957,Good News,Morrie Ryskind,False,0,written_by,4,False,0
1958,The Scarlet and the Black,1989,True,36,release_year,3,True,2
1959,The Bribe,John Meehan,False,0,written_by,12,False,0
1960,Transporter 2,Mark Ruffalo,True,8,starred_actors,45,True,1
1961,The Crossing,Gregory Peck,False,0,starred_actors,3,False,0
1962,Excess Baggage,Richard Prince,False,0,written_by,23,False,0
1963,The Lifeguard,Moe Jelline,True,18,starred_actors,31,True,3
1964,Northern Lights,Hal Ashby,True,6,directed_by,2,True,2
1965,"O Brother, Where Art Thou?",Joel Coen,True,12,written_by,23,True,2
1966,Blackjack,Dolph Lundgren,True,4,starred_actors,30,True,1
1967,Wendy and Lucy,Jonathan Raymond,True,3,written_by,3,True,1
1968,Inspector Gadget,Fred C. Newmeyer,True,5,directed_by,33,True,1
1969,Edge of the City,Mystery,True,1,has_genre,9,True,1
1970,Red Lights,Kathryn Grant,False,0,starred_actors,35,False,0
1971,Hobson's Choice,1935,True,50,release_year,17,True,2
1972,The Castaway Cowboy,1976,False,0,release_year,5,False,0
1973,Death Defying Acts,1994,True,42,release_year,4,True,3
1974,Hotel Chevalier,Don Payne,True,3,written_by,12,True,1
1975,Antitrust,2014,True,7,release_year,6,True,2
1976,My Bodyguard,Horror,False,0,has_genre,8,False,0
1977,The Cowboy and the Lady,Romance,True,2,has_genre,6,True,2
1978,Road to Bali,Walter DeLeon,True,38,written_by,42,True,2
1979,The Merchant of Four Seasons,Drama,True,3,has_genre,9,True,1
1980,Happy Gilmore,Action,True,1,has_genre,10,True,1
1981,Bullitt,Richard Fleischer,False,0,directed_by,9,False,0
1982,Driven,Menahem Golan,True,5,directed_by,5,True,1
1983,Midnight Lace,1941,True,8,release_year,13,True,2
1984,A Knight's Tale,Mason Hoffenberg,True,9,starred_actors,48,False,0
1985,The Invisible Man,1998,False,0,release_year,4,False,0
1986,The Guilt Trip,Duane Adler,False,0,written_by,43,False,0
1987,Boyhood,Matthew McConaughey,True,9,starred_actors,4,True,4
1988,Sanshiro Sugata,Russian,True,7,in_language,2,True,1
1989,The Betrayed,Steven Sawalich,False,0,directed_by,1,False,0
1990,Light Years Away,Thriller,True,10,has_genre,7,True,4
1991,Love Songs,Drama,True,1,has_genre,8,True,1
1992,Lovers of the Arctic Circle,Marcelo Piñeyro,False,0,directed_by,16,False,0
1993,The Libertine,Drama,True,3,has_genre,7,True,2
1994,Joyful Noise,French,True,18,in_language,3,True,1
1995,Fatal Attraction,French,True,10,in_language,6,True,1
1996,Background to Danger,French,False,0,in_language,4,False,0
1997,I Accuse!,Drama,True,1,has_genre,12,True,1
1998,Scott Pilgrim vs. the World,Comedy,True,3,has_genre,4,True,2
1999,The Wedding Singer,1984,True,4,release_year,25,True,1
